Long,Lat,Site_Name,Cal.BC,Cal.BC.SD,Sample,Site_Type,Period_Author,Sub_Region,Country,Uncalibrated,SD,Domestics_Associated,Vida,Material,Type _c14,Quantity,Species,Database,Database_2,Reference,Comments,Period,Phase,Ceramic_Style,X26,X27,residuals
29.86,47.02,Ghirzhove,6266,190,Ki  11240,NA,Mesolithic,NW Pontic-coastal steppe,Ukraine,7390,100,NA,NA,Animal bone (Bos or Equus),NA,NA,NA,14sea,NA,Biagi and Kiosak 2010  29; Gaskevych  2011: 282 Table 1; Kotova 2009  165 table 2; Gaskevych 2015  Table 1;,Acc. to Gaskevych 2015  Table 1 from Layer 1  Bug-Dniester culture,NA,NA,NA,Late Mesolithic,_. IV,-391370945562.58997
36.53,33.52,Ghoraife,7834,446,Gif 3376,NA,Neo.,NA,Syria,8710,190,NA,NA,charcoal,NA,NA,---,NA,NA,"de Contenson 1975, de Contenson 1976b, Delibrias et al. 1982","Banadora: phase I,cf. Aswad II, cf. GrN-6677, GrN-6676, Gif-2373, Gif-2369",NA,NA,NA,NA,NA,-100686662702267.3
35.53,30.62,Ghwair,8164,327,DRI 3253,NA,MPPNB,NA,Jordan,9027,116,NA,NA,n.d.,NA,NA,---,NA,NA,Simmons and Najjar 1998,---,NA,NA,NA,NA,NA,-26990884191.198433
22.4106,40.799027,Giannitsa B,6366,143,DEM  961,NA,EN,Northern Aegean,NA,7528,65,NA,NA,Nd,NA,NA,NA,14sea,NA,Maniatis  2014: 207;,NA,NA,NA,NA,Nd,Nd,-1275.8773030965776
35.57,33.2,Giladi,8036,733,MATJ 1,NA,Neo.,NA,Israel Palestine,8905,320,NA,NA,charcoal,NA,NA,---,NA,NA,"Kaplan 1966, Lechevallier 1974, Gopher 1985","Banadora: Neolithique, date rejetee, cf.Lechevallier 1974, 127",NA,NA,NA,NA,NA,-270199351858.79782
35.44,32,Gilgal,9602,490,RT 777A,NA,PPNA,NA,Israel Palestine,9950,150,NA,NA,charcoal,NA,NA,---,NA,NA,"Bar-Yosef 1988, Goring-Morris 1991, Carmi and Segal 1992, Schyle 1996","Schyle 1996: Inventare mit El Khiam-Spitzen, Konf. ?; Banadora: silo dans une maison, graines brulees",NA,NA,NA,NA,NA,712.9297346226213
7.272,43.712,Giribaldi Cimiez Carabacel,4598,140,Ly 6045,NA,Neolithic,Nice,France,5750,60,NA,Long,charcoal,NA,NA,NA,NA,Bergin 2016,banadora,Ly 6945 sometimes,NA,NA,NA,NA,NA,-12268162329212.992
20.989609,45.546567,Giulv_z,5644,150,GrN  28456,NA,NA,Mures-Tisza,NA,6720,80,NA,NA,Cervus elaphus  antler,NA,NA,NA,14sea,NA,Biagi et al.  2005: 46f.;,NA,NA,NA,NA,Cris IIIB,"Trench 2, _60–80 cm",-22420857.27742254
38.92,37.22,Gobekli Tepe,9551,153,KIA 44149,NA,PPNA,NA,Turkey,9984,42,NA,NA,charcoal,14C,NA,nd,NA,NA,"Dietrich and Schmidt, 2010",NA,NA,NA,NA,NA,NA,-308.3094808987298
27.41666667,43,Goljamo Delcevo,4882,246,Bln  923,NA,Kodzadermen,West Pontic,NA,5970,100,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Bojadziev 1998: 361; Reingruber 2015;,NA,NA,NA,NA,Hor. 5,"Quad. 326, depth 3.29 m",-109787261398460620
19.4493,45.1685,Golokut-Vizi_,5517,86,OxA 10147,NA,Star_evo,NA,NA,6590,50,NA,NA,NA,NA,NA,NA,NA,NA,"Whittle A, Bartosiewicz L, Bori_ D, Pettitt P, Richards M. In the beginning: new radiocarbon dates for the Early Neolithic in northern Serbia and south-east Hungary. Antaeus. 2002(25):63-117",NA,NA,NA,NA,NA,NA,-9349068.937534515
19.766667,43.9,Gomolava,5000,120,GrN 13165,NA,Ib,NA,NA,6060,35,charcoal,"House 11/81 in Block VII; square B3 (spits 18/19, 79.20 m asl)",NA,NA,NA,NA,Poric et al 2016,NA,"Bori_ D. Absolute Dating of Metallurgical Innovations in the Vincaculture of the Balkans. In: Kienlin T, Roberts B, editors. Metals and Societies: Studies in Honour of Barbara S Ottaway. Bonn: Dr Rudolf Habelt GMBH; 2009. p. 191-245.",NA,NA,NA,NA,NA,NA,-114200585026.66658
18.76,44.45,Gornja Tuzla,5552,133,GrN 2059,NA,Starcevo,NA,Bosnia-Herzegovina,6640,75,NA,NA,charcoal,NA,NA,NA,Pinhasi et al 2005,NA,NA,NA,NA,NA,NA,NA,NA,-1529938.7265248501
16.4,43.91667,Gospodska,5922,173,Cz 579,NA,Neolithic,NA,Croatia,7010,90,NA,NA,NA,Conventional,NA,NA,NA,NA,Forenbaher & Miracle 2005,NA,NA,NA,NA,NA,NA,-108.46917032628335
20.7,44.8,Grad Star_evo,5855,115,OxA 8561,NA,Star_evo,NA,NA,6975,60,NA,NA,animal bone,NA,NA,NA,NA,NA,"Whittle A, Bartosiewicz L, Bori_ D, Pettitt P, Richards M. In the beginning: new radiocarbon dates for the Early Neolithic in northern Serbia and south-east Hungary. Antaeus. 2002(25):63-117",NA,NA,NA,NA,"7/4, worked ovicaprid metapodial, pit 10, trench e, 1932.",NA,-343156.98351676407
5.22,44.01,Gramari,5768,169,Ly 11533,n/a,n/a,NA,France,6850,100,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-6254.629876431358
5.637165,45.210867,Grande Rivoire,5544,275,Ly 5099,NA,Neolithic,NA,France,6649,142,NA,NA,NA,NA,NA,NA,Binder 2013,Bergin 2016,NA,excavators describe this as transitional,NA,NA,NA,NA,NA,-465218.9272934804
16.753551,43.134308,Grapceva,5895,106,Beta 103488,NA,Impressa,NA,Croatia,7030,60,NA,NA,NA,NA,NA,NA,NA,NA,Bonsall et al. 2013,NA,NA,NA,NA,NA,NA,-292.85626001367837
38.57,37.55,Gritille,8242,567,GrN 15254,NA,PPN,NA,Turkey,8960,230,NA,NA,charcoal,NA,NA,---,NA,NA,Thissen 2002a,---,NA,NA,NA,NA,NA,-1449164255546.4937
20.697728,44.003506,Grivac (Kragujevac),5228,225,Bln 870,NA,Vinca B,NA,NA,6315,100,charcoal,"Trench B, pit",NA,NA,NA,NA,Poric et al 2016,NA,Chapman J. The Vincaculture of South East Europe. Oxford: BAR; 1981.,NA,NA,NA,NA,NA,NA,-14906044305.87718
20.69,44.003,Grivac-Barice,6099,205,Bln  869,NA,NA,Central Balkans North,NA,7250,100,NA,NA,Charcoal,NA,NA,NA,14sea,NA,McPherron et al. 1988: 381;,NA,NA,NA,NA,Starcevo,"Pit, Sonda B",-5215.441608043091
22.21666667,41.85,Grncarica,5640,58,SUERC 22529,NA,NA,Central Balkans South,NA,6745,35,NA,NA,Human bone,NA,NA,NA,14sea,NA,Stojanovski et al. 2014  Fig. 14; Darko Stojanovski (p.c. 29 July 2015);,Same burial as LTL8510A,NA,NA,NA,Nd,"Skeleton 1, burial pit",-234656789.48640403
12.48123116,42.65268365,Grotta Bella,5285,196,?,NA,Sasso / Early Ripoli,Terni,Italy,6372,90,NA,NA,NA,NA,NA,NA,rosini silvestrini 2006,Bergin 2016,Site Location From Italian Site Databse,NA,NA,NA,NA,NA,NA,-4312941.876010162
13.5355,41.958,Grotta Continenza,5520,124,R 1411,NA,NA,NA,Italy,6590,75,NA,NA,.,NA,NA,NA,Pinhasi et al 2005,Bergin 2016,Site Location From Italian Site Databse,NA,NA,NA,NA,NA,NA,-50455.979583095665
13.960441,42.22263,Grotta dei Piccioni,5154,270,Pi 46,NA,Neolithikum,NA,Italy,6247,130,NA,NA,charcoal,NA,NA,n/a,RADON,NA,M. Cipollini-SampÃ²/C. Tozzi/M.-L. Verola,NA,NA,Early,NA,NA,NA,-24951138.95895444
11.869,42.988,Grotta del'Orso Sarteano,5007,135,R 676,Cave,NA,Siena  Toscana,Italy,6080,50,NA,NA,charcoal,NA,NA,NA,c14_meso_dbase,Bergin 2016,NA,Location is in the Mediterranean and very far from the province it should be in,NA,NA,NA,NA,NA,-768843889.4887393
8.319847,44.195941,Grotta dell'Edera / Edera,5530,181,?,NA,Neolithic,Arisina,Italy,6600,100,NA,NA,NA,conventional,NA,NA,NA,Bergin 2016,Skeates and Whitehouse 2001,NA,NA,liv-5b/1,NA,NA,NA,-1400795.5727915165
11.8278,43.513,Grotta di Monte Venere,5853,194,R 1175,Monte Venere,NA,Viterbo  Lazio,Italy,6940,100,NA,NA,charcoal,NA,NA,NA,c14_meso_dbase,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-388.7743885837808
8.66,40.5,Grotta Filiestru,5650,141,Q 3020,cave,Cardial Impressed,Bonu Ighinu  Sardinia,Italy,6710,75,NA,NA,Desconocido,NA,NA,NA,Shennan 2000 (online) Pinhasi et al 2005,Bergin 2016,NA,Cardial tirrenico earliest occupation of the cave,Neolitico,antiguo,NA,NA,NA,-159065.9606719073
13.167343,41.878018,Grotta Mora Carvoso,5370,72,Ly 3504,NA,Neolithic,jenne,Italy,6405,35,NA,short,bone,NA,NA,human bone,NA,Bergin 2016,Banadora,NA,NA,NA,NA,NA,NA,-716775.7578553536
14.23,45.25,Grotta Podosojna,5380,193,Z 198,NA,Neolithic,NA,Croatia,6470,95,NA,NA,charcoal,NA,NA,NA,Pinhasi et al 2005,NA,NA,NA,NA,NA,NA,NA,NA,-540776.6488111658
16.469167,41.176944,Grotta Santa Croce,5482,93,OxA 7596,NA,NA,NA,Italy,6555,50,NA,NA,NA,NA,NA,NA,Florentino  boSCaTo et al. 1998,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-300714.77837696305
17.5774,40.7288,Grotta. Sant' Angelo di O.,5796,128,Gif 6724,Cave,NA,NA,Italy,6890,70,NA,NA,NA,NA,NA,NA,Tine  Coppola 2001,Bergin 2016,NA,level 9,NA,NA,NA,NA,NA,-4398.055676796238
-5.729177,35.600732,Grotte de El Khril C,5177,878,Cle 118,NA,Neolitico,Tangier,Maghreb,6400,500,NA,NA,ceramics,NA,NA,NA,Linstadter 2008  Daugas et al. 1998,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-117106.85517126253
2.41,43.31,Grotte de Gazel,5795,157,GrN 6702,cave,Cardial,NA,France,6905,90,NA,Long,charcoal,NA,NA,NA,Shennan 2000 (online)  Manen & Sabatier 2003 79,Bergin 2016,BSPF TOME 72 FASC.9 P.283  binder 2003,TP2003,Neolitico,antiguo,NA,NA,NA,2.8570638467872413
4.37209,44.06,Grotte de l'Aigle,5101,222,MC 563,cave,NA,NA,France,6200,100,NA,Long,Carbon,NA,NA,NA,Shennan 2000 (online)  Pinhasi et al 2005,Bergin 2016,BSPF TOME 79 FASC.6 P.185,NA,Neolitico,antiguo,NA,NA,NA,-158513686.75616565
3.39,44.08,Grotte de la Baume Layrou,4708,142,Ly 10996,n/a,n/a,NA,France,5850,55,NA,NA,charcoal,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-25574946360.88527
17.960887,40.155945,Grotte du Cavallo,5132,198,R 432,NA,Neolithic,NA,Italy,6200,80,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,Collina,NA,NA,NA,NA,NA,NA,-594229467.8192521
5.33,45.95,Grotte du Gardon,5288,118,Ly 6422,rockshelter/cave,Neolithiqe ancien rhodanien,NA,France,6325,40,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-25754066.683134064
13.107422,37.513858,Grottta Kronio / Stufe di San Ca logero al Kronio,5862,115,LTL 211A,NA,NA,Sicily,Italy,6991,60,NA,NA,NA,NA,NA,NA,Tine_ V.  TuSa cds,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-118.7604695045793
-9.16829,38.82478,Gruta do Correio-Mor,5280,135,ICEN 1099,cueva,Neolitico,Loures,Iberia,6350,60,Yes,Long,Carbon,Convencional,Aggregate,NA,NA,Bergin 2016,Gibaja y Carvalho 2010,NA,Neolitico,antiguo,CardialEpicardial,NA,NA,-72519.86664284476
17.416669,42.91667,Gudnja,6028,161,GrN10315,NA,Impressa,NA,Croacia,7170,70,NA,NA,Charcoal,NA,NA,NA,NA,NA,Bonsall et al. 2013,NA,NA,NA,NA,NA,NA,-19.2372631017588
23.537,46.787,Gura Baciului,6029,108,GrA  24137,NA,NA,Mures-Tisza,NA,7140,45,NA,NA,Long-bone flake,NA,NA,NA,14sea,NA,Biagi et al.  2005: 46f.;,NA,NA,NA,NA,Cris IB–IC,"Trench E-D, square 8, structure (2)",-1221005.5540101272
20.027,46.018,Gyalaret-Szilagyi Major,6000,210,Bln  75,NA,NA,Mures-Tisza,NA,7090,100,NA,NA,Pottery  organic temper,NA,NA,NA,14sea,NA,Kohl & Quitta 1964: 315;,NA,NA,NA,NA,Nd,"Pit 1, _100–150cm",-7503.326350328436
30.07,37.57,Hacilar,7812,429,BM 127,NA,Aceramic,NA,Turkey,8700,180,NA,NA,charcoal,NA,NA,---,NA,NA,"Barker and Mackey 1963, Mellaart 1970, Bienert 2000, Thissen 2002a",---,NA,NA,NA,NA,NA,108.73705129337668
22.312,44.634,Hajducka Vodenica,6648,212,AA  57774,NA,NA,Lower Danube West,NA,7711,75,NA,NA,Human canine,NA,NA,NA,14sea,NA,Boric & Price 2013: SI Table 1;,FRE-corrected date as per Boric & Miracle (2004: 346) and Boric (2011: 191),NA,NA,NA,NA,"Burial 29, Trench 16c",70.4762773343191
23.18333333,38.648,Halai,6454,418,A  7268,NA,EN/MN,Western Aegean,NA,7530,200,NA,NA,Wood,NA,NA,NA,14sea,NA,Coleman et al. 1999  297; Facorellis and Coleman 2012;,NA,NA,NA,NA,EN (MN  early),"Trench F2c (127)275, stratum 2, 1.28-1.38 m asl, hearth near E corner in S quadrant",-625.8767782317218
41.25,38.23,Hallan Cemi,9584,164,OxA 12336,NA,nd,NA,Turkey,10020,40,NA,NA,charred seed,14C,NA,Pistacia,NA,NA,Higham 2007,NA,NA,NA,NA,NA,NA,-99.11566829919138
38.19,36.42,Halula,8998,449,Beta 61488,NA,---,NA,Syria,9520,180,NA,NA,charcoal,NA,NA,---,NA,NA,Molist (ed.) 1996,---,NA,NA,NA,NA,NA,-2792541.1357980836
43.2,36.1,Hassuna,5928,349,W 660,NA,Pottery Neolithic,NA,Turkey,7040,200,NA,NA,charcoal,NA,NA,NA,Pinhasi et al 2005,NA,NA,NA,NA,NA,NA,NA,NA,-4096696848671102e13
34.98,31.82,Hatoula,9932,388,GifA 91139,NA,PPNA,NA,Israel Palestine,10170,120,NA,NA,bone,NA,NA,fragments,NA,NA,Valla and Arnold 1994,---,NA,NA,NA,NA,NA,888626.0152217192
38.33,37.48,Hayaz Hoyuk,7318,149,GrN 12510,NA,PPNB,NA,Turkey,8300,60,NA,NA,charcoal,NA,NA,---,NA,NA,"Roodenberg 1989, Thissen 2002a",---,NA,NA,NA,NA,NA,-8455797400258373e3
35.18,31.17,Hemar,8578,715,BM 2299,NA,PPNB,NA,Israel Palestine,9210,300,NA,NA,organic material,NA,NA,linen,NA,NA,"Hedges et al. 1987, Hedges et al. 1990, Kuijt and Bar-Yosef 1994",---,NA,NA,NA,NA,NA,-7431890.573190455
26,42.48333333,Hlebozavoda,5890,98,Bln  2512,NA,Karanovo IV,Thrace,NA,7020,50,NA,NA,Soil and charcoal,NA,NA,NA,14sea,NA,GOrsdorf & Bojadziev 1996: 143–4;,Too old for context,NA,NA,NA,Horizon 3,"Quad. C 3, hearth, 1.30 m depth",-140094024.5263324
26.157,40.723,Hoca Cesme,6508,77,Bln 4609,NA,EN,Northern Aegean,NA,7637,43,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Ozdogan 1997: 28n3; Karul 2000; Ozdogan 2007  420;,NA,NA,NA,NA,IV,"18N 1.2.3, depth 180 cm 2/d",-4858.471230009108
2.71,43.25,Horte,5335,231,Ly 5702,n/a,Cardial,NA,France,6450,120,NA,NA,charcoal,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,Epicardial,NA,NA,NA,-199929.93743640982
3.83333,43.8,HORTUS,6054,197,GrN 6158,cave,NA,VALFLAUNES,France,7155,95,NA,NA,bone,NA,NA,NA,c14_meso_dbase,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,94.31169425067947
35.32,32.96,Horvat Galil,8664,238,RT 1397,NA,---,NA,Israel Palestine,9340,70,NA,NA,charcoal,NA,NA,---,NA,NA,Carmi and Segal 1992,---,NA,NA,NA,NA,NA,-2753736.8317465903
-4.49471,36.61909,Hostal Guadalupe,5268,85,Wk 25169,cueva,Neolitico,Torremolinos,Iberia,6298,30,Yes,Short,Hueso,AMS,Singular,Humano,NA,Bergin 2016,Cortes et al. 2012,NA,Neolitico,antiguo,Epicardial,NA,NA,-16578.648962418793
30.57,37.45,Höyücek,6412,103,HD 14219/14007,NA,PN,NA,Turkey,7556,45,NA,NA,charcoal,NA,NA,---,NA,NA,"Duru 1995, Thissen 2002a",---,NA,NA,NA,NA,NA,-1971977322047.0464
0.03491,42.22876,Huerto Raso,5240,140,GrA 21360,poblado sin fortificar,Neolitico,Barcabo,Iberia,6310,60,Yes,Long,Carbon,AMS,Singular,NA,NA,Bergin 2016,Montes et al. 2000,NA,Neolitico,antiguo,Epicardial,NA,NA,-40331.69355184078
22.30055556,44.65166667,Icoana,6570,277,Bonn 4,NA,NA,Lower Danube West,NA,7660,110,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Dinu et al. 2007: Tab. 1; Boronean_ 2000: 203; Boric 2011  App. 1;,NA,NA,NA,NA,Ib,"S.II, _2 m, habitation pit",20.86129859023822
-3.290052,35.198229,Ifri Armas,4877,90,UBA 8082,NA,NA,NA,Maghreb,5989,33,NA,Short,Hueso,AMS,Singular,Bos primigenius,NA,Bergin 2016,Linstadter 2010,NA,Neolitico,antiguo,NA,NA,NA,-9874140.12656871
-3.261958,35.205396,Ifri Oudadane,5646,93,Beta 295779,NA,Early Neolithic A,NA,Maghreb,6740,50,NA,NA,Lens culinaris,NA,NA,NA,NA,Bergin 2016,Morales et al 2013,NA,NA,NA,NA,NA,NA,42.37566361090376
29.3,40.46,Ilipinar,6116,266,GrN 15083,NA,PN,NA,Turkey,7240,140,NA,NA,charcoal,NA,NA,---,NA,NA,"Roodenberg and Schier 2001, Thissen 2002a",---,NA,NA,NA,NA,NA,-241885612822.31433
35.73,32.39,Iraq ed-Dubb,9596,309,OxA 2567,NA,PPNA,NA,Jordan,9950,100,NA,NA,charcoal,NA,NA,---,NA,NA,"Kuijt et al. 1991, Housley 1994, Kuijt and Bar-Yosef 1994",Banadora: site en grotte (campement souterrain?),NA,NA,NA,NA,NA,295.4958253927489
34.98,32.73,Iraq el-Barud,8758,305,Hv 3368,NA,final Natufian/ Begin PPNA,NA,Israel Palestine,9395,130,NA,NA,charcoal,NA,NA,---,NA,NA,"Ronen 1973, Gopher 1985",---,NA,NA,NA,NA,NA,-169876.69071359406
35.03,29.9,Issaron,8484,150,RT 1607,NA,---,NA,Israel Palestine,9195,70,NA,NA,n.d.,NA,NA,---,NA,NA,Carmi et al. 1994,---,NA,NA,NA,NA,NA,-21717679.570685226
13.94342,45.438346,Jacmica,5148,90,OxA 18181,NA,Danilo VlaÅ¡ka,NA,NA,6191,31,NA,NA,Charcoal,NA,NA,Fraxinus,NA,NA,Forenbaher et al. – Dating the East Adriatic Neolithic,NA,NA,NA,NA,NA,NA,-27631836.705623712
20.231,44.465,Jari_iste 1,5630,61,OxA  22284,NA,Star_evo,NA,NA,6729,36,NA,NA,human bone,NA,NA,NA,NA,NA,"Stefanovi_  S. Por_i_, M. in press. Dvojni grob star_eva_ke kulture na Jari_istu - da li je sahrana istovremena?  Arhaika.",NA,NA,NA,NA,"grave of a female, about 40 years old",NA,-6186704.5711132325
2.475,43.075,Jean Cros,6042,239,Gif 3576,NA,Cardial,Labastide en val  11-Aude,France,7160,130,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 81,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,422.88262538721483
38.2,36.39,Jerf el Ahmar,9561,177,Ly 10651,NA,PPNA,NA,Syria,9965,55,NA,NA,n.d.,NA,NA,---,NA,NA,Stordeur and Abbès 2002,---,NA,NA,NA,NA,NA,-143.5239865598578
35.47,31.86,Jericho,10005,459,BM 106,NA,PPNA,NA,Israel Palestine,10300,200,NA,NA,charcoal,NA,NA,---,NA,NA,"Barker and Mackey 1963, Burleigh 1981, Burleigh 1983, Schyle 1996","Schyle 1996: ""Protoneolithic"", Konf. ?; Banadora: phase succeeding stage VI of the PPNA defences, Protoneolithic (Burleigh 1981)",NA,NA,NA,NA,NA,581823.0416884964
36.42,31.5,Jilat 26,7886,235,OxA 2969,NA,MPPNB,NA,Jordan,8740,110,NA,NA,charcoal,NA,NA,---,NA,NA,"Garrard et al. 1994, Housley 1994",---,NA,NA,NA,NA,NA,-32636855985707.41
36.42,31.52,Jilat 7,7925,230,OxA 526,NA,MPPNB,NA,Jordan,8810,110,NA,NA,charcoal,NA,NA,---,NA,NA,"Gowlett et al. 1986, Gowlett and Hedges 1987, Garrard et al. 1994, Housley 1994",---,NA,NA,NA,NA,NA,-16792224586876.418
24.28333333,42.25,Junacite,4946,309,IGAN  2802,NA,Karanovo V,Thrace,NA,6050,140,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Junacite (Moskau 2007: 234 Tab. 1);,NA,NA,NA,NA,Marica,central profile 8.55–8.59 m,-205362875301936.53
25.66666667,43.06666667,Kacica (Veliko T_rnovo),5112,125,Bln  1686,NA,LN  Hotnica culture,Ludogorie-Yantra,NA,6190,50,NA,NA,Charcoal,NA,NA,NA,14sea,NA,GOrsdorf & Bojadziev 1996: 142;,NA,NA,NA,NA,Hor. 3,"Sector VIII, 0.80 m depth, House 2",-48149273955358.22
33.3,34.76,Kalavasos-Tenta,8540,392,P 2972,NA,Cypro-EPPNB,NA,Cyprus,9240,130,NA,NA,n.d.,NA,NA,---,NA,NA,"Todd 1982, Todd 1987, Peltenburg et al. 2000, Peltenburg et al. 2001",Todd 1982: sample K-T 18; Peltenburg et al. 2000: Per. 5; Todd 1987: Period 5,NA,NA,NA,NA,NA,-3210.841289683627
34.57,38.28,Kaletepe,8174,250,GifA 100396,NA,Aceramic,NA,Turkey,9030,80,NA,NA,n.d.,NA,NA,---,NA,NA,Binder 2002,---,NA,NA,NA,NA,NA,-723361421.6993943
30.55,37.07,Karain B,6640,248,Hd 10819/10748,NA,PN,NA,Turkey,7710,115,NA,NA,charcoal,NA,NA,---,NA,NA,"Albrecht et al. 1992, Thissen 2002a",---,NA,NA,NA,NA,NA,-35997420717.31018
13.945257,44.933337,Kargadur,5666,53,OxA 21092,NA,Impressed,NA,NA,6769,33,NA,NA,Charred seed,NA,NA,Hordeum,NA,NA,Forenbaher et al. – Dating the East Adriatic Neolithic,NA,NA,NA,NA,NA,NA,-4010.071042569552
40.59,36.71,Kashkashok II,6857,265,TK 859,NA,---,NA,Syria,7880,110,NA,NA,n.d.,NA,NA,---,NA,NA,"Matsutani 1991, Bernbeck 1994",---,NA,NA,NA,NA,NA,-3038281159646973e7
22.133,38.95,Kastria (Kalavryta),5749,75,DEM  273,NA,MN,Southern Aegean,NA,6828,39,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Sampson 1997  538; 530  tab. 84;,NA,NA,NA,NA,I  EN II,"Trench A2, spit 22, _3.88–3.92 m",-32101805.06191229
38.87,37.12,Kazane,6187,413,Hv 21691,NA,PN,NA,Turkey,7255,215,NA,NA,n.d.,NA,NA,---,NA,NA,"Bernbeck et al. 1999, Erdo_u et al. 2003",---,NA,NA,NA,NA,NA,-2.7296450869729176e+27
-5.322302,35.427794,Kef Taht el Ghar,6242,1372,Cle 129,NA,Neolitico,Tangier,Maghreb,7200,750,NA,NA,ceramics,NA,NA,NA,Linstadter 2008  Daugas et al. 1998,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,231884.27961638017
35.65,31.02,Khirbet Hammam,7382,113,GrN 26147,NA,LPPNB,NA,Jordan,8370,40,NA,NA,charcoal,NA,NA,---,NA,NA,Rollefson database,---,NA,NA,NA,NA,NA,-23753164943979120
33.34,34.8,Khirokitia,8312,1391,Ly 4785,NA,Cypro-PPN,NA,Cyprus,8850,650,NA,NA,n.d.,NA,NA,---,NA,NA,Peltenburg et al. 2000,---,NA,NA,NA,NA,NA,-196209.86374013525
32.4,34.84,Kissonerga-Mylouthkia,8552,151,OxA 7460,NA,Cypro-EPPNB,NA,Cyprus,9315,60,NA,NA,n.d.,NA,NA,---,NA,NA,"Peltenburg et al. 2000, Peltenburg et al. 2001",Peltenburg et al. 2000: Well 116.124 s. Fig. 4,NA,NA,NA,NA,NA,48.68548763260878
24.03333333,37.73333333,Kitsos Cave,5724,295,Gif  2125,NA,-,Southern Aegean,NA,6800,170,NA,NA,Collagen  bone,NA,NA,NA,14sea,NA,Breunig 1987  92;,NA,NA,NA,NA,Neo,Pit outside the cave,-304432931.643658
25.162825,35.297671,Knossos,6988,353,BM 124,NA,NA,Southern Aegean,NA,8050,180,NA,NA,Carbonised wood stake (Quercus)  Sample 1 from 1960,NA,NA,NA,14sea,NA,Barker and Mackey 1963  104f.; Barker et al. 1969; Evans 1971  117; Evans 1994; Facorellis and Maniatis 2013  tab. 10.1–2;,From same sample as BM-278  see R_combined result,NA,NA,NA,X  AC,"Central Court, Pit F, Area AC, level 27, the lowest level above the bedrock",960.3994839530842
-2.62198,43.3633,Kobaederra,4680,493,UBAR 471,cueva,Neolitico,Ereno,Iberia,5820,240,NA,Long,Carbon,Convencional,Aggregate,NA,NA,Bergin 2016,Arias et al. 1999,NA,Neolitico,antiguo,NA,NA,NA,-262919236.82050568
20.18139,39.65889,Konispol,5992,215,Beta 56415,NA,Neolithic,NA,Albania,7060,110,NA,NA,NA,NA,NA,NA,NA,NA,Forenbaher & Miracle 2005,NA,NA,NA,NA,NA,NA,-11696.429537390493
16.019946,43.781749,Konjevrate,5572,49,PSU5291/UCIAMS116203,NA,Neolithic,NA,Croatia,6655,25,NA,NA,bone,AMS,NA,ovis aries,NA,NA,McClure et al. 2014,NA,NA,NA,NA,NA,NA,-45557.98386833124
25.891,43.408,Koprivec,5970,153,Poz  63237,NA,EN,Ludogorie-Yantra,NA,7090,80,NA,NA,Animal bone (Bos),NA,NA,NA,14sea,NA,Marinova & Kraus 2014: 190;,NA,NA,NA,NA,NA,"Trench _1, 1.35 m depth",-30063177.22171445
40.9838,37.8144,Körtik Tepe,9720,237,ETH 39511,NA,nd,NA,Turkey,10100,60,NA,NA,charcoal,14C,NA,rhamnus,NA,NA,Benz 2012,NA,NA,NA,NA,NA,NA,48.67527384245477
22.4,37,Kouphovouno,5828,91,OxA  21434,NA,MN?,Southern Aegean,NA,6933,38,NA,NA,Barley grain (1),NA,NA,NA,14sea,NA,ORAU;,NA,NA,NA,NA,NA,NA,-12484916.466040578
23.43333333,41.45,Kovacevo,6116,69,OxA  20246,NA,EN,Central Balkans South,NA,7245,36,NA,NA,Charred seeds  Triticum sp.,NA,NA,NA,14sea,NA,Higham et al. 2011: 1079;,NA,NA,NA,NA,Ia,House,-257954.70909118428
